Plate	Inplatecount	Sample	IgA1_RBD alpha	IgA1_N	IgA1_RBD beta	IgA1_RBD omicron	IgA1_RBD lambda	IgA1_RBD gamma	IgA1_zebra	IgA1_Eadp501	IgA1_RBD delta	IgA1_RBD wuhan	IgA1_AMA1	IgA1_MSP1	IgA1_HRPII	IgA1_Tetanus	IgA1_HCoV-229E	IgA1_HCoV-NL63	IgA1_HCoV-OC43	IgA1_pp28	IgA1_pp65	IgA1_EBNA1	IgA1_VCA	IgA1_FL spike	IgA1_BSA	IgA1_CelTos	IgA1_CSP	IgA1_HCoV-HKU1
PLATE1	1	BACKGROUND0	52.5	-1	13.5	2	28	36	18	-3.5	60	42	43	4	31.5	-16	38	88	53.5	27.5	4	4	25	17.5	86	108.5	87	-7
PLATE1	1	AF-MIX-S1	-1166	72	-2260	-2209	-2148.5	-1918	-2166	-1968	-1425	588.5	1029	-1242	-1987	-1518.5	3415.5	1914	4243	957	-768	1099	2979	-344	2624	528	-459	2054.5
PLATE1	1	AF-MIX-S2	-783	-48	-1194	-1183.5	-1143	-1020	-1049	-923	-873	268	399.5	-628.5	-889.5	-563	2078	812.5	3101	467.5	-141	486.5	2011	-307.5	1412	135	-279.5	1190
PLATE1	1	AF-MIX-S3	-660	-28.5	-915	-932	-914	-788	-793	-671	-703	173.5	260	-494.5	-641.5	-442	1572	604	1861	314.5	-110	255	1575	-270.5	1120	168	-161.5	614
PLATE1	1	AF-MIX-S4	-190.5	-26.5	-260	-255.5	-248	-195	-192	-149	-187	83	152	-122.5	-108.5	-115.5	418	234	594	139	-22.5	98.5	468	-55	379	142	47	184.5
PLATE1	1	AF-MIX-S5	-71.5	18	-92	-88	-102	-65	-70.5	-58.5	-56.5	66.5	69	-36	-16	-51	178	118	258	54	4	27	175	-12	197	126	70	63
PLATE1	1	AF-MIX-S6	-42	-17.5	-39.5	-52	-52.5	-31.5	-16.5	-24.5	-22.5	35.5	54.5	-42.5	-7	-35	99	106.5	133.5	25.5	21	13.5	69.5	-22.5	143.5	133.5	59.5	13.5
PLATE1	1	AF-MIX-S7	-28.5	-10.5	-29.5	-36.5	-36	-6	-14.5	-42.5	-19	21.5	31.5	-31	3.5	-43	49.5	90	82.5	8.5	-11	-9.5	56.5	-23	137.5	112.5	71	-10.5
PLATE1	2	BACKGROUND0	56	15	42	43.5	53.5	78	17.5	28	95	9	54.5	35.5	32.5	-12.5	47	79	28	20	11	-4	-7	0	131	111	89	-16
PLATE1	2	AF-MIX-S1	-1427	74.5	-2597	-2522.5	-2451.5	-2159	-2521	-2300	-1643	786	1161	-1403	-2342	-1832	3695.5	2207	4666	1027	-977	1187	2573	-419.5	2986	526	-330	2736.5
PLATE1	2	AF-MIX-S2	-911.5	-138.5	-1391	-1375	-1323.5	-1207.5	-1253.5	-1097.5	-1035.5	344	491.5	-705	-1062	-847	2068.5	1119.5	2951.5	408.5	-342	567.5	2112.5	-383.5	1622.5	300.5	-228	1063.5
PLATE1	2	AF-MIX-S3	-622	39	-912.5	-903	-884	-761.5	-793	-649	-644	285	466	-444.5	-605.5	-456.5	1524	849	2132	364	-50	445.5	1725	-162	1106	191	-106	806.5
PLATE1	2	AF-MIX-S4	-241	5.5	-280	-323	-301	-245	-228.5	-190	-231.5	72	123	-128.5	-142	-151	490	228.5	630	96	-4	80	553	-73	426	147	35	204.5
PLATE1	2	AF-MIX-S5	-126.5	-1	-147	-175	-140	-118	-115	-107.5	-109	18	63.5	-90	-58	-71	195	117	275	4	-24.5	4	198	-52	252	112	37	44.5
PLATE1	2	AF-MIX-S6	-17	-3	-37	-52.5	-36	-5	-10.5	-23	-9.5	32	78	-21	10	-28	124	111.5	141	41	0	16	93	-8	133	130.5	88	21
PLATE1	2	AF-MIX-S7	-30	-17	-22	-23.5	-26	2	-2	-22.5	1	21	35	-37	16	-38	55	70	71	29.5	-8	8	20	-18	110	111.5	64.5	-5
PLATE1	3	BACKGROUND0	20	12	29.5	9	17	47	25	-6.5	52.5	24.5	29	19	47	-3	41	74	43	18.5	25	3.5	24.5	10	79	99	87.5	1
PLATE1	1	POST-VACC-S1	21711.5	-369.5	46240	521	41288.5	50928	93.5	-1207	17103	6765	1525	-1620.5	-1610.5	-1530	2790	5076	86285	1496	-177.5	-299	426.5	2228.5	3411	1693	342	95788
PLATE1	1	POST-VACC-S2	10197.5	-1	7134.5	-355	8872	3812	-231	-466.5	14709	4611	415	-672.5	-482	-447.5	1025	1585	6325	524	-184	164	1490	782	1331	635	-56	2394
PLATE1	1	POST-VACC-S3	3269.5	55	1207.5	-82.5	1507.5	1544.5	12	-13.5	4461.5	2018.5	88.5	-96.5	-6	-33.5	208.5	233.5	1043	93.5	-24.5	70	233.5	398.5	250.5	192.5	106.5	231.5
PLATE1	1	POST-VACC-S4	629.5	1.5	115	-25.5	198.5	238	29.5	-14.5	692.5	383.5	43.5	-27.5	24	-4.5	66.5	107.5	284.5	40.5	0.5	23	57	85.5	125.5	125.5	92.5	34.5
PLATE1	1	POST-VACC-S5	84	12	39	-8	48.5	64	21.5	-3	103	80	35.5	-4	40.5	-16	38.5	89.5	87	24	8	6.5	11.5	10	90	125	75	9
PLATE1	1	POST-VACC-S6	15	6	15	-12	22	35	14	-8	45	11	33	-10.5	28	-11.5	32	76	33	16	0.5	1	-10	19	80	112	71.5	11.5
PLATE1	1	POST-VACC-S7	64	30	113.5	66.5	78	100.5	-1	0	86	51	62.5	32	47	1	14	48	21	-45	-15	6.5	-34	-12.5	196	106	78	-0.5
PLATE1	4	BACKGROUND0	11	-4.5	10	16	26	38	31.5	5	37	29.5	16	-4.5	56	0	31	44	28	-9	8	-23	-12.5	-7	94	99.5	76.5	-12
PLATE1	2	POST-VACC-S1	14637.5	-31	14381	-262	7316	6537.5	-229	-1164	5489	4856	1178	-1542.5	-1450	-1433	2235	4101	24089	1219	-407	-366	805	1264	2943	1186	226	13364
PLATE1	2	POST-VACC-S2	18510.5	78	6061	-214	5535.5	5123.5	-247.5	-438.5	15042.5	3971	346.5	-611.5	-378.5	-371	843.5	1492.5	5133.5	454.5	-184.5	182	1450.5	801.5	1226.5	592.5	-28.5	1690
PLATE1	2	POST-VACC-S3	3430	12	764.5	-108.5	1284.5	1066	-2	-47	3963	1662	87	-101	-7.5	-44.5	169	241	972	67	-17	70	228	185.5	265	172	81	172
PLATE1	2	POST-VACC-S4	638	12.5	142	-10.5	165	190	38.5	10	622	420.5	47.5	-35	28.5	-9	70	109	293	38.5	18.5	35	53.5	82	127	133.5	86	52
PLATE1	2	POST-VACC-S5	58	-1	21	-1	25.5	54	15	-15.5	113	84	25	-3	21	-20.5	49.5	69.5	84	22	4	0	2.5	14	93	122	88	-5
PLATE1	2	POST-VACC-S6	25	-0.5	6.5	11	10	32	16	-22	37	27	14	4	34	-29	27.5	48	34	1.5	10	-12	-7.5	2	85	97	67	-22
PLATE1	2	POST-VACC-S7	18	7	9	9.5	23	42.5	34.5	-7.5	45	19	24	-4.5	43	-10	35	42	37	11.5	13.5	-1	-16	-4.5	72	104	85	10
PLATE1	5	BACKGROUND0	43.5	40.5	56	38	33.5	58.5	28.5	-7.5	88.5	34	64	10.5	12	10	77.5	45.5	79.5	57	55	-5.5	7.5	8.5	172.5	75.5	66.5	-21.5
PLATE1	1	HCAM-002-S1	-2946	-2973	-2678	-2451	-2841	-2706	-3281	-3317	-2928	52.5	1193	-1349	-3224.5	-2868.5	3893	2700.5	4077	7790.5	41	-141.5	2386	488.5	3719	532	263.5	980.5
PLATE1	1	HCAM-002-S2	31	-571	-431	-734	-358.5	-422.5	-867.5	-892.5	216.5	765	269.5	-414.5	-830.5	-297	1997.5	996	1573.5	2027.5	-51.5	112	3154.5	94.5	1189.5	192.5	-150.5	150.5
PLATE1	1	HCAM-002-S3	201.5	-72.5	-3.5	-28	30.5	54	-125	-134	251.5	288.5	91	-70	-75.5	111.5	370	174.5	256	209.5	-0.5	-9.5	396	-27.5	350.5	109.5	34.5	16.5
PLATE1	1	HCAM-002-S4	74	40	27	14	41	71.5	-5.5	-22	113	68	55.5	57.5	35	70.5	136.5	127	106	64	33	-6	145	27	139	117	111	9
PLATE1	1	HCAM-002-S5	22.5	-11.5	51.5	47.5	45.5	74.5	26.5	2	66	24	60	7.5	11.5	25.5	52	60	35.5	34.5	17.5	-9	38	5.5	122.5	101	85	-2
PLATE1	1	HCAM-002-S6	44.5	28	39.5	29.5	31.5	62	47.5	17	101.5	51.5	59	52.5	55	9.5	74	89.5	107.5	19.5	32	8.5	166.5	19.5	95.5	95.5	113.5	3.5
PLATE1	1	HCAM-002-S7	37	10	52	43.5	44	66	-12	-13	44	12.5	43	9	25	-26.5	24.5	38.5	16	3	15	-11	-18	-16	187	84	78	-22
PLATE1	6	BACKGROUND0	22	-17	35	-11	-11.5	34	-1.5	-24	26.5	86	58	2	31	6	70	65	15	59	-2	-6	86	23	154	110	73	-3
PLATE1	2	HCAM-002-S1	-2947	-2861.5	-2644	-2433.5	-2787.5	-2753.5	-3137.5	-3198.5	-2877.5	-3	1116.5	-1183.5	-3103.5	-2809.5	4122	2563.5	3625	7019.5	174	-84.5	2933.5	387.5	3583.5	625.5	408	1005.5
PLATE1	2	HCAM-002-S2	-175	-601	-427	-626	-368.5	-362	-867	-878	139	768	255	-428	-814	-318	2380	961	1989	2020	-32.5	279	3349	218	1193	310	-104	253
PLATE1	2	HCAM-002-S3	178	-55	-50	-98	-45	-28	-88.5	-99	197.5	257	83	-56	-54.5	144	441.5	163	228	216.5	1.5	9	403.5	17	225	126	65.5	16
PLATE1	2	HCAM-002-S4	154	31	157.5	145	132	83	-182	-70	181	-28	36.5	7	-112	-42	-19	-97.5	-52	29.5	-77	-14	18	-78.5	799	-57.5	-78	-101
PLATE1	2	HCAM-002-S5	119	25	102.5	96	92.5	82	-9	3	149	45.5	40	22	51	-40	46	77	45	-2	42	-3.5	-12	-23	224	93	63.5	-22
PLATE1	2	HCAM-002-S6	38.5	20.5	82	27	42	56	3.5	23	84.5	29.5	48.5	7.5	42.5	1.5	59	73.5	37.5	21.5	13.5	14.5	11.5	3.5	133.5	87.5	89.5	-6.5
PLATE1	2	HCAM-002-S7	52	44	68.5	53	55.5	63.5	32	13	77	38	34	32	54	-8	35.5	77.5	58	11	34	8.5	14	25	126	90	101.5	-2
PLATE1	1	HC-001K	2440.5	-884	-1234.5	239	151	-491	-1555.5	-307	-176.5	867	-173.5	-75	-1489	-1408	63	135	103383	-97	-1057.5	-156	8306	-304.5	1956	971	-648.5	-282
PLATE1	1	HC-002K	816	-3082	-3749.5	-3888	-3648	-3581	35121.5	-3884.5	-1727.5	3578.5	499.5	-2543	-4101.5	-3848.5	524.5	2939.5	158642.5	-568	-2991.5	160.5	6981.5	-101.5	4809.5	2842.5	-2522.5	8968.5
PLATE1	1	HC-003K	430	-742	-1270	-1318	-52	-1190	-1356	-1318	-1045	787	-88	1329	-937	-1159	1103	776	95926	135	-780	-424	7246	-190	1809	397	-159	4805
PLATE1	1	HC-004K	-8208	-4633	-9072	-9286.5	-9190	-9034	-9797	-9530.5	-8045	3129.5	922.5	-7729	-9617.5	-9607	-4152	12319.5	-3486.5	-1718	-439	-1506	17019	-2815.5	10242	6567.5	-4424	-7351
PLATE1	1	HC-005K	116	952.5	-806.5	-770.5	-582	-422	-1275	-775	-103	855	3512	3235	-1095	-179	381	1038	6754	607	2983	194	3983.5	-95.5	1810	561	562	254
PLATE1	1	HC-006K	3579	-1667	2657.5	3052	4729.5	2313	-1756	-1671	5499	3087	147.5	-1856	-1687	-251	135.5	945.5	2390	705	-1234	706	3936.5	1889.5	2376	1102	-642	362
PLATE1	1	HC-007K	6145	-405	12995	922.5	7219	6566	912.5	-939	9415	4622	636	-773	-875.5	-703	-221	887	1317	205	-727	-189	2880.5	1689	1491	706	275	-410
PLATE1	1	HC-008K	861.5	-3067.5	1868	-1973	-2210	676	-3694.5	-3656.5	-1740	3246.5	-921.5	-3642	-3659	-3556	8442	7698.5	-176	-1263	-3141	-1350	1662	-490	4087	1511	-1796	-2831
PLATE1	1	HC-009K	-151.5	-263.5	-314.5	-316.5	-251.5	-174.5	-365.5	42.5	171.5	174	256	48.5	-298	-352	152.5	457.5	1210.5	226.5	-197	65	514.5	-51	559.5	251.5	-72.5	387.5
PLATE1	1	HC-010K	-192.5	-1218.5	-1501.5	-1452.5	-1344.5	-1365.5	-1378.5	-1349.5	193	2941.5	155	9147.5	-1358.5	-1312.5	-707.5	410.5	73195.5	206	-1266.5	132.5	39027.5	65.5	1772.5	1551	-446.5	1151.5
PLATE1	1	HC-011K	1001	71	-133	114	-117.5	-27	-143	-66.5	140	284	198	1811.5	-94.5	-42	203.5	92	9440.5	497	-19	21	1479	-3	377	163	135	20
PLATE1	1	HC-012K	-1	-637	-793	-757	-528	-664.5	-796	-768.5	355	454.5	-48	-739	-763	-739	236	475	10243	19	-419	-203	446	-190	1013	213	-190	-65.5
PLATE1	1	HC-013K	1464	4238	-115	280	448	-124	-1029	-851	7406	1393	958.5	656	-960	-974.5	-8	253	259214	1398	1189	-216.5	1693	1382	1435	974	1677	1447
PLATE1	1	HC-014K	271.5	17	-237	-189.5	-230.5	-121.5	-268.5	-135.5	58	262.5	1243	7276.5	-188.5	-247.5	707	2363.5	2671.5	348.5	-150.5	340.5	1685.5	-78	443.5	320.5	-27.5	58.5
PLATE1	1	HC-015K	-617.5	-774	-1003.5	-1126.5	-1166.5	-1112	-1040.5	-862	-820	697.5	188.5	-827	-779	-468.5	193168.5	23576.5	211190	703	-492.5	78	451.5	-76	1638	992	-61	-478
PLATE1	1	HC-016K	24188	-44.5	5876	118	15886	6199	-878	-416	26600.5	10029	259	-51.5	-849	449.5	51	1274.5	36949	1205	-419.5	51	723	3438	1221	388	444	2530
PLATE1	1	HC-017K	619	-835	-1178	-620	-959	-769	703	-1418	3826	2019.5	335	-972	-1553	-1540	1092	3993	14255.5	2129	-479	-481.5	238.5	-102.5	1959	414.5	343	1262.5
PLATE1	1	HC-018K	54	61	12	-14.5	18	47	-15.5	-5	200	56	49	9	6.5	-38	91	1279	49	64	5.5	-24	-20	-27	174	112	67	59
PLATE1	1	HC-019K	17865.5	2322	9130	1056	10597	7451	-630.5	-123.5	16859	10587.5	262	-348	-773	119	-79	600	7822	216.5	-549	86	1225.5	2523	1174	834	207	-225.5
PLATE1	1	HC-020K	7191	783	4380	1954	1299	2942	478	-1201	17128	5204.5	-190.5	-276.5	-1115	-1043	1024.5	9313	4563	35	237.5	284	733.5	910	1717	449	24	-475
PLATE1	1	HC-021K	6698	-926	11686	-334.5	7643	6888.5	-1806	-1619	7352	6199	298.5	-1140	-1646	-1650	7647	8663	8234	4	-1112.5	-449	4747	3016	2168	666.5	-662	-821
PLATE1	1	HC-022K	842	-103.5	-605	-363	-401.5	-277.5	-505.5	-403	1215	773	303	-534	-537	-195.5	682.5	791.5	39293	765	63	79.5	668	-34	1141	399.5	3	19670.5
PLATE1	1	HC-023K	269	221.5	-256	-170.5	-1	41	-478	-300	338.5	920	554.5	1	-227	-81.5	-177	793	30077	708	1036	611	1999	-92.5	1266	509.5	-265.5	16961.5
PLATE1	1	HC-024K	323.5	293	-519	-500	-607.5	-402	-700.5	-614	1538	641	441.5	691	-619	-624	539	1034	4857	279.5	-283	361	1790	152	1047	425	11212	-201
PLATE1	1	HC-025K	1665	131	279.5	-419	837.5	425	-526	-515.5	4756.5	1284	207.5	228	-439	-391.5	420	316	2446	1321	-207	-22	1723	275	763	207.5	-134	-43
PLATE1	1	HC-026K	10985	61	1670	-312	5934	1734	-481	-335	12509	7155	226	439	-375	-435	815	2770	705	202.5	-226	-72.5	3108	1080	729	241	-47	-132
PLATE1	1	HC-027K	80	-239	-354	-258	-260	-207.5	-371.5	-314	211	248.5	159.5	292.5	-295	-293	447	47	3000	154.5	-22	-4	809	-35	621	369.5	2285	120.5
PLATE1	1	HC-028K	2878.5	537.5	1172	-19	1095	1336	-192	-92	2266.5	1238	245	1173	-40.5	70	856	369	2055	294	63	142	295	246.5	429	252	273	92
PLATE1	1	HC-029K	22.5	510	-95	290.5	-68	-61	-150	216	37.5	140	174.5	131.5	-108	-122	143	114	2335	134	-5	38	1103	6	321	188	37	133
PLATE1	1	HC-030K	112	-116.5	-308.5	-378	-158	-177	-424	-286	24	294	137.5	-78	-400	-397	786.5	1356	2384.5	1249	-147	916	5664.5	-98	723	329.5	100	1903
PLATE1	1	HC-031K	297	254.5	-204.5	-25	125.5	-73	-217	56	541	146	67.5	-88	-182.5	-138	272	143	10527	207	-22	-4	189.5	-70	447	180.5	45	1665
PLATE1	1	HC-032K	-1121	-1554	-1588	-1433	-1520.5	-1540.5	-1724	-1680	2141	851	617	1545	-1689	-1247	766.5	330	2297	534	-958	-82	822	234.5	1933	290	-623.5	577.5
PLATE1	1	HC-033K	130.5	23	-155.5	-132	-178	-99	-288	-191	226.5	198	174	507.5	-173	27	52.5	86	705.5	116	-99	25	715	64	547	213	-40	-152
PLATE1	1	HC-035K	527	-263	-279.5	-381.5	113.5	-76.5	-371	-329.5	1428	1024.5	528.5	484.5	-305	-327.5	370	221.5	12323.5	602.5	-139.5	198.5	911.5	-35.5	573.5	170.5	-63.5	335.5
PLATE1	1	HC-036K	14013.5	438	8090	269	8914.5	8897	-336.5	-314.5	18524	7938	333	852.5	-222	-294	722.5	387	25705	657	-51.5	9147.5	788	1390	618	246	378	4418
PLATE1	1	HC-037K	214	-216	-418	332	-348	-192	-368	-195	-100	686.5	923	11115	-239	480	308	71.5	26123.5	465	-120	94.5	24636.5	-66	669	379	877	412
PLATE1	1	HC-038K	-311	-518	-588	-610	-530	-478	-572	-574	-417	282	447	262.5	-544	-597	82	1102	16941	589	-401	43	934	-23	829	274	-128	52
PLATE1	1	HC-039K	-2448	-4182	-5213.5	-5128.5	-4735	-4690	-5216	-5000	-4212.5	4123	630.5	-2698	-4904	-4593	-1434	3177	3421	-893	2978	-464.5	2450	-1475.5	5767	2117	-2969.5	-2236.5
PLATE1	1	HC-040K	176	-688.5	-836.5	-747.5	-781	-689.5	-600.5	-721	42.5	317	797.5	236	-868	-757	478	1994	12077	138	355	130	3317	-173	1248	500	108	-254
PLATE1	1	HC-041K	17814.5	564	8004.5	1259	6320.5	4970.5	-870.5	-537.5	71102.5	4448.5	698.5	687.5	-827.5	-425.5	10231	8287.5	224285.5	2245.5	-170.5	428	1302	2401.5	1281.5	11268.5	141.5	11325.5
PLATE1	1	HC-042K	-1205	-901	-2341.5	-2265.5	-1801	-2032	-1795.5	-1695	-642	1380	1506	-115	-954	-1201	-932.5	333	5287	420	1369	123.5	14743	-442.5	2890	1317	-1028	-367
PLATE1	1	HC-043K	29823	-2080	23591	-887	24243	16729.5	-2925	-2606	56192	8158.5	48	2841.5	-2706	-2575	13494	11106	35586	163	-525	27.5	3431	1507	3453	1256	2340.5	270
PLATE1	1	HC-045K	8658	-174	5526.5	-164.5	-313.5	3583.5	-599.5	-525.5	6289.5	6268.5	305	67.5	-521	-539.5	48	254.5	254	2139.5	-330	659.5	312	414	903.5	332.5	41.5	2270.5
PLATE1	1	HC-047K	37720	3822.5	20476	767	20395.5	11469	-1045	-999.5	40910	17491.5	4110	1849.5	-924	-883	108	853.5	6448	665.5	98	54	4631	2847	1365	383	63	1323
PLATE1	1	HC-048K	39498	32	11049	535	25958.5	9428	-964	-720.5	203155	13925	840.5	-748	-840	-759	934	425	223052	631.5	-427	1190	2189	2245	1394	677.5	414.5	3412
PLATE1	1	HC-049K	-431	-522	-934.5	-936	-896	-686	-1127	-929	-615.5	802.5	208.5	-979	-1048	-1089	4808	10132	5252	395	96	-318.5	7521	-66	1399	475	237	456
PLATE1	1	HC-050K	472	802.5	-372	-580.5	-704	806	-1202	-847	-137	666.5	1465	137	-1011.5	-675.5	654	452	6302	1177	-307	523.5	4188.5	-2	1620	734	4334.5	-344
PLATE1	1	HC-051K	-462.5	-447.5	-621	-751.5	-667	-689	-870	-855	-670	394	1198.5	-400	-799	-866.5	30	1917	727	-47.5	-603	16593	12913	-229	1086	643.5	-313	-459
PLATE1	1	HC-052K	11764	-258	2832	-178	8279	2720	-398	-5.5	13988.5	7516	396.5	1096	-360	-390	61	811	12475	436.5	-80.5	272	2134	1245	648	332	-117	2012.5
PLATE1	1	HC-053K	-383.5	640	-954.5	-901	-590	-172	327.5	-351	-625	474	1084	4021	1537.5	1009	564	2575	995.5	882	329	242	1235.5	-64	1482	407	-268.5	553
PLATE1	1	HC-054K	6980	-305	1473	1043	5368	1084	-278	-642	46739.5	5321.5	214	525.5	-692	64	3524	1268	717	347	-456	317	4155	560.5	1093	375.5	6135	912
PLATE1	1	HC-055K	9860	-332	3259	1405.5	7341	2665	-450.5	-405	15476	6381.5	326	2842	-556	-705.5	1717	1280	8900	444	-438.5	-122	1087	593.5	1173	179	-262	359
PLATE1	1	HC-056K	18117	816.5	16402	836	18529	12695.5	-797	-822	24726	11327	550	-501.5	-594	-840	1414	1768.5	9702	3787.5	-348	-38	1143	6563	1414	4886	79	1207
PLATE1	1	HC-057K	5125	-431.5	1096.5	-706	1947.5	718.5	-982	-1039	7345.5	3138.5	907.5	-320.5	-1067.5	-1055.5	10184	4407	3931.5	430.5	-572.5	-28.5	563	1054.5	1437.5	312	85	-314.5
PLATE1	1	HC-058K	2393.5	-9	132	316	-78	359.5	-676	-382	4312	1690	13	30	-423	-549	638.5	1251.5	7246	878	-296	198	8349	523	1069	513	-46	1600
PLATE1	1	HC-059K	64.5	-438	-796.5	-590	-289	-391	-973	-769	314.5	825	572.5	-420	-612	-992.5	218	452.5	33304.5	359	-479.5	110.5	333	727	1355	330	-341	3329
PLATE1	1	HC-060K	15	-84	-674	-527.5	-512	-484	-476	-454	-18	372	196	513	-534	-623	199.5	433	31108	355	-185	27	902	-132	1184	487.5	-243	18621
PLATE1	1	HC-061K	-1	-1096.5	-708	-756.5	-1231	249	-1564	-2150.5	5352	1361	-252	-946	-2343.5	-1915.5	-145	207.5	60202	2079.5	-905	-445.5	2516.5	-42	2759	286	-354	15537
PLATE1	1	HC-062K	9115	30	2476	130.5	4084.5	2026	-303	-147.5	7631	6027	405	502	-214	-273.5	133	1560	25528	227	-82.5	86	203	7300.5	544	282	1066	428
PLATE1	1	HC-063K	11366.5	-647	3294.5	422	8293.5	2041	-639	-774	17229	7658	441	98	-711.5	-725	68	178	2794.5	2083	-439	10	660.5	942.5	998	395.5	240	626
PLATE1	1	HC-064K	327	-431	-940	-792.5	-795	-788	-822.5	-934	-128	516	632	-666	-982	-972.5	168	3399	2371.5	568.5	-251.5	-176	310	-205	1330	319.5	669	624
PLATE1	1	HC-065K	-184.5	-807	-1001.5	-805	-1064	-832	5779	-798	-4	535	385.5	186	-1118	-983	599	1109	4637	795	-271	2367	11501	70	1492	693.5	-417	517.5
PLATE1	1	HC-066K	82.5	8250.5	-456.5	-150	-603.5	44.5	-451.5	-421.5	374.5	548.5	502	836.5	-635.5	905.5	-35.5	117.5	33933.5	319	-45.5	8828.5	6634.5	-97.5	1000.5	495	580.5	540
PLATE1	1	HC-067K	132	249	29.5	41.5	37.5	60.5	-30	-39	299	141.5	76.5	67	-3	-45	155	342	5866.5	143	21	14	248.5	12.5	176	174	63.5	312
PLATE1	1	HC-068K	22762	-3125.5	12791	-2826	21801.5	9063	-3041.5	-3602	111772	10034.5	940.5	-1769.5	-3634.5	-3609.5	-2180	723	21859	293348.5	-2762	1947	8435	2144	4133	2275.5	-1537	-2006.5
PLATE1	1	HC-069K	1344.5	-1082	-249	-956	806	-498.5	-1314	-1281	2765	1907	167	-1185.5	-1210	-1298.5	293.5	3209	20940	922	-875	-232	952	186	1530	763	-506	5767
PLATE1	1	HC-070K	1920	-647	728	-257	1584.5	556	-743	-752	12621	1793.5	-6.5	636	992	-736.5	677.5	1740	4311	219	-600	-344	583	538	1086	66	481	-106
PLATE1	1	HC-071K	17829	-92	964.5	12737.5	423.5	1103.5	-428.5	-443.5	3988.5	4896	2803.5	392.5	-361.5	-146.5	273.5	1204	12312	4629	-108.5	1399.5	12387.5	735.5	821.5	238.5	98	2463
PLATE1	1	HC-072K	2357	-600.5	-824	-952	-579.5	-688	-1520	-1062	730	1162	466	-328.5	-1407	-1388	296.5	11007	21510	2683	-761	314.5	12874.5	-95	1943	245.5	577	1085
PLATE1	1	HC-073K	301.5	2843.5	-23.5	110.5	10	155	-320	-130	2219.5	388.5	436.5	2389.5	-240.5	-248	525.5	687.5	419.5	814	-108	-40.5	22125.5	-14.5	653.5	353	1402.5	273.5
PLATE1	1	HC-074K	-1732	-1749	-2140.5	-2344.5	-2270	-2003	-2429	-2303	-1933	1445	511	-2027	-2323	-1997.5	-160	586	12176	319	-1586.5	1032	4092.5	-183.5	2774	1581.5	-562.5	-926
PLATE1	1	HC-075K	15779.5	-859.5	7620.5	-734.5	14295.5	8420	-1421.5	-1265.5	34029.5	11457	-122.5	-1153	-1453.5	-1306	-162.5	310.5	24698.5	2007.5	-601.5	-238.5	2449.5	2032.5	1830.5	695.5	126.5	533.5
PLATE1	1	HC-076K	565.5	-123.5	-268.5	-206	-183.5	-124.5	-478	-69.5	146.5	518.5	-129.5	-37	-407.5	-328.5	197.5	196.5	10963.5	1852	-125	-154.5	26983.5	68	757.5	264.5	909.5	6888.5
PLATE1	1	HC-077K	8919.5	584	4724	-629.5	5425.5	3673.5	-317.5	-762.5	11571.5	5242.5	699.5	-364	-897.5	-943.5	426.5	1599	13200	1895	-181	348.5	1720.5	1156.5	1264.5	451.5	591.5	4629.5
PLATE1	1	HC-078K	-164	472.5	-923	-1118.5	-1108	-902	-918	-1310.5	1043	810	543	363	-1443	-1193	258.5	1052.5	4977	75	-1022.5	301	7632	-26	1948	466.5	-301.5	-503.5
PLATE1	1	HC-079K	1979	-765	722	-804	1225	754.5	-926.5	-895.5	1910.5	1646	38.5	-33	-840.5	-561.5	235	282.5	92311.5	1875.5	-464.5	-204.5	7826.5	405.5	1181.5	399.5	617	7010
PLATE1	1	HC-080K	159366	-1862	12961	-21	9017	10613.5	-2075	-2084.5	173785.5	51740	476.5	-673	-2068	-2121	3807	3406	154014	14484.5	-1143	-191	863	5317	2485	516	-1083	6528
PLATE1	1	HC-081K	15416	-173	10618	202	11020	8183	-1195.5	-1169	14627	8793	150	-508	-1095	-1176.5	687	856	8506	9.5	-748	1095.5	306.5	1375.5	1416	539.5	-78	3534
PLATE1	1	HC-082K	1844	529	469	-8	-327.5	-71	-300.5	-275	283.5	1384	218	1883	-399	-258	4969	7986	52503	700	-347	57	573	106	921	667	114	274
PLATE1	1	HC-083K	2676	475	90.5	3.5	1185	79.5	-425.5	-225	2589.5	1205.5	1085.5	37.5	-223	377.5	694.5	1590	18451	738.5	-20	63	359	275	874	677	505	3326
PLATE1	1	HC-084K	1780	-448	72	-801.5	60	-147	-937	-794	1439	1674	306	-573	-862	-875.5	-111	151.5	5874	122	-207	23	525	340	1109	316.5	-153	0.5
PLATE1	1	HC-085K	-142	14825	-583	-540.5	-481	-381	-572	-475	711	383	262	-393.5	-606.5	-637	320	1159	40693	599	-240.5	-202.5	1968	-69	988	144.5	-209	6434
PLATE1	1	HC-086K	58	-280	-518	-188	-438	-335	-529.5	-382.5	-10	368	297	-223.5	-490	-552.5	741.5	261	35844	86	-139.5	2	625	-91	817	242	-130	3446.5
PLATE1	1	HC-087K	662	-521	-651	-1075.5	-130	-592	-1393.5	-1236.5	10288.5	1833.5	147.5	-879	-1376.5	-171.5	1881	2031	13717	1062.5	-653.5	16	6138	206.5	1710	363	228	-179
PLATE1	1	HC-088K	2551	-478	-6	-393	47	211	-716.5	-709	1712	1324	-102.5	-156	-665	-682	109.5	493	12750	1521	12	211.5	513	222	1042	367	490	988.5
