Plate	Inplatecount	Sample	IgA2_RBD alpha	IgA2_N	IgA2_RBD beta	IgA2_RBD omicron	IgA2_RBD lambda	IgA2_RBD gamma	IgA2_zebra	IgA2_Eadp501	IgA2_RBD delta	IgA2_RBD wuhan	IgA2_AMA1	IgA2_MSP1	IgA2_HRPII	IgA2_Tetanus	IgA2_HCoV-229E	IgA2_HCoV-NL63	IgA2_HCoV-OC43	IgA2_pp28	IgA2_pp65	IgA2_EBNA1	IgA2_VCA	IgA2_FL spike	IgA2_BSA	IgA2_CelTos	IgA2_CSP	IgA2_HCoV-HKU1
PLATE1	1	HC-089K	-33	-53	-84	-105.5	-56.5	-52	-136.5	-148.5	147	43.5	68	64	-120	-144	57	106.5	162.5	1639	-47	42	102	-51	305	128	-153	-38.5
PLATE1	1	HC-090K	-625.5	-708	-674	-673	-658.5	-649.5	-718	-715	-600	196	-55	-688.5	-697	-736.5	-612	-57	-571	-461.5	-633	-139	220.5	-462.5	872	333	-714.5	-678
PLATE1	1	HC-091K	-7.5	-249.5	-204.5	-209	-198.5	-178.5	-325.5	-328.5	-24.5	97.5	117.5	-162.5	-296.5	-307.5	-8.5	50	113	16.5	-217.5	263.5	582.5	-95.5	521.5	56	-313.5	37.5
PLATE1	1	HC-092K	502	-309	-112	-338	13.5	-112.5	-354	-383.5	712	431.5	74.5	-304.5	-354	-404	-135	269	19.5	-37	-241	59	103	-42	598	235	-326	-146.5
PLATE1	1	HC-093K	-2338.5	-2672.5	-2618.5	-2636.5	-2552	-2644	-2752	-2755	-1722.5	808	47.5	-2660	-2725.5	-2761	-2005	169	-1625	-1476.5	-2401	211	951	-1187	2925	1091	-2671	-1959
PLATE1	1	HC-094K	-514.5	-577	-543	-590.5	-555	-501	-633	-645	-459	442	88	-512	-620.5	-647	-537.5	176	8263	-397	-613	-21	652	-340	813	882	-653	23
PLATE1	1	HC-095K	123.5	-191.5	-211	-230	-214	-185	-262	-262	-85	163	73	-270	-225	-279.5	16	13	211	30	-107	-35	228	-47	430	168	-200	12.5
PLATE1	1	HC-096K	-10	-245	-135	-288	-216.5	-85	-347	-340.5	425	175.5	54	-131.5	-331	-389.5	157.5	302	188	152	-240	152	163.5	-67.5	512	227	-74.5	10
PLATE1	1	HC-097K	-254	-273.5	-302.5	-314	-311.5	-292	-359	-375	-202	117	6	-296.5	-334	-391	-9	50	82	34	-145	9	68	-98.5	491	150	-273.5	-47.5
PLATE1	1	HC-098K	7503	-429.5	5642	-209.5	5962	3768.5	-438.5	-455.5	5728	4684	13.5	-437.5	-410	-470	908	1844	1331	-149.5	-217	-66	308	507	624	337	-398.5	-276.5
PLATE1	1	HC-099K	11187.5	-547	7692.5	-148	9728	6850.5	-596.5	-595.5	14258.5	7916.5	86.5	-563.5	-553.5	-628.5	1009.5	2301.5	5991.5	537.5	-272.5	26.5	432.5	721.5	730.5	416.5	-527.5	-347.5
PLATE1	1	HC-100K	6137.5	-152.5	1274.5	1.5	3933.5	635.5	-244.5	-255	8274.5	3166.5	-20	-243.5	-195.5	-262.5	-15.5	112.5	-15.5	3	-97.5	-73	-35.5	89	380.5	33.5	-194.5	-59.5
PLATE1	1	HC19-KC005	62	-277.5	-359.5	-333	-351	-322.5	-376.5	-382.5	-253	177.5	3.5	-309.5	-343	-387.5	-209.5	33.5	-108.5	-127.5	-257	-23.5	88.5	-204.5	524.5	157.5	-384.5	-244.5
PLATE1	1	HC19-KC006	-45	-79	-55	-56	-96.5	-41	-78.5	-129.5	-6	24.5	15	-75.5	-63.5	-115	-61	-2	46	-24	-68.5	-21	5	-52	250	74	-94	-21.5
PLATE1	1	HC19-KC007	-763	-796.5	-793.5	-807.5	-814.5	-804	-877.5	-843	-188.5	84.5	-176	-873.5	-824.5	-883.5	-584	-166.5	-212.5	-288.5	-607.5	-210	2462.5	-418.5	1120.5	191.5	-563.5	-377.5
PLATE1	1	HC19-KC008	-196	-296	-296.5	-330.5	-305	-241	-308.5	-341.5	-237	118	-41	-329	-318	-369.5	104	44.5	427.5	100	-8	-107	630	-87	491	30	-328	507
PLATE1	1	HC19-KC012	-1	-74	-70.5	-41.5	-64	-19	-111	-125	290.5	43.5	32.5	-65	-81	-107.5	199.5	251	1262	30	-32	9	10	-72	268	103.5	-118	-30.5
PLATE1	1	HC19-KC015	19	-155	-107.5	-71	-121.5	-116	-210	-237	24.5	55	44.5	-172	-218	-242	32	132	266	83	-120	-67	1617	-55	452	95.5	-202	4547
PLATE1	1	HC19-KC016	-196	-10	-262	-263.5	-250.5	-239	-343	-328	-176	148	119	-121	-297	-341	-63.5	250.5	-29	1	-214	108	273.5	-111	528	306.5	-347	-157
PLATE1	1	HC19-KC017	246	-53	-27	-25.5	-38	12	-69	-77	110.5	172	37	133.5	-45.5	-101.5	-18.5	108	191.5	47	-40	14	1157	-20.5	223	152	-21.5	51
PLATE1	1	HC19-KC019	-836	-933	-884	-910	-892	-858.5	-957	-969	-761	222.5	111	-924	-923	-971.5	-190	69	-34	-174	-621.5	-239	341	-404	1137	434	-955	-414.5
PLATE1	1	HC19-KC021	-928	-1023	-1062	-1113	-1018	-1012	-1149.5	-1168	-803	487.5	510	-1025	-1116.5	-1161	-730	562	1238.5	-355	-929	-45	1061.5	-148.5	1300	687.5	-720	116.5
PLATE1	1	HC19-KC022	-38	-113	-59	-89.5	-68	-46	-131	-136	99	78.5	58.5	-99	-113	-139	117	210	341	65.5	-33	10	-20	-37	286	129	-132	37.5
PLATE1	1	HC19-KC024	-191	-261.5	-248	-261	-269	-206	-305.5	-327	-151	457	35	-261	-270	-299	-227	40	-207	-114	-252	3	511.5	-87.5	463	405	-264.5	-277.5
PLATE1	1	HC19-KC025	1347	-104	-127.5	-151.5	-137	-114	-168	-193	140	537	17	-83	-154	-210.5	-39.5	100	613	75	-115	-11.5	99	-60	324	168	-88.5	4621
PLATE1	1	HC19-KC026	-95.5	-174	-163	-168.5	-171	-121	-198	-204	-32	48	27	-150.5	-159	-216	-43	67	22	22	-133.5	-34	481	-47	318	141	-34	-58.5
PLATE1	1	HC19-KC027	-89	-103.5	-84	-96	-103	-75.5	-107.5	-129	-81	46	17.5	-118	-85	-143	-18	107	483	-6	-54	-9	18	-18	222	158	-89	-58
PLATE1	1	HC19-KC028	178	-438	-454.5	-521	-70.5	12	-607	-583	160	208.5	75	-497	-565	-604	-364.5	50	921	-99	-394	18	2363.5	-136	781	322	-521	-236
PLATE1	1	HC19-KC029	-345.5	-473	-430	-449	-437	-386.5	-514	-519	-187.5	298.5	49	-473	-471.5	-537.5	-340	106	1317.5	-169	-416	-7	487.5	-171.5	651	364.5	-516.5	-358
PLATE1	1	HC19-KC030	-298	-383.5	-355	-347.5	-328	-298	-368	-403	-267	72	-20	-349	-338.5	-411	-321	-13.5	-160	-215.5	2513.5	13	340	-190.5	551	249	-380	-352
PLATE1	1	HC19-KC033	-1192	-1237	-1242	-1259.5	-1254.5	-1224.5	-1299	-1320.5	-743	749	146	-1110	-1273.5	-1325	-948.5	101	3906	97	-1065	31	406.5	-468	1445	422	-1251	-915
PLATE1	1	HC19-KC035	-888.5	-908	-890.5	-944	-941.5	-889	-1015.5	-1014.5	-488	442	93	-881.5	-994	-1050	-646	143	3893	152	-803.5	290	502	-215	1266	536	-992.5	-653
PLATE1	1	HC19-KC036	-484	-664	-669.5	-628.5	-588	-544	-761	-745	1686	332	-43	-694.5	-720	-676	-246.5	333	746	-198	-581	1	578	-262	1011	351	-555	-606.5
PLATE1	1	HC19-KC038	-254	-117	-306	-308.5	-301	-287	-372.5	-375	-169	301	66.5	-221	-377	-416	-194	40	-103	181	-209	-50	438.5	-12	572	230	-261.5	-185
PLATE1	1	HC19-KC039	29	-130	-42.5	-81	-64	-91	-219.5	-179	15.5	17.5	14	-177	-147	-226.5	-51	61	27	121.5	-123	-33.5	1327	-146.5	430	114	-180.5	-165.5
PLATE1	1	HC19-KC040	204	59	24	50	125	69	-46.5	-46	293	86.5	78	21.5	1	-69	41	58	46	505	3	9	-35	-32	251	115	-39	2.5
PLATE1	1	HC19-KC041	-391.5	201	-536.5	-581	-540	-488	-669.5	-655	-368.5	238	47.5	-475	-636	-696	-347	-80	-124	125	-463	-64	769	-110.5	940	257.5	-551	-352
PLATE1	1	HC19-KC047	292	-119	-130	-99.5	-155.5	-120	-258	-278	40	133	39.5	-203.5	-200	-274.5	-118	18	1490	16	-129	25	68	-111	461	112.5	529.5	12.5
PLATE1	1	HC19-KC048	-4493	-4588	-4642	-4648	-4617.5	-4610.5	-4687	-4669	-4460.5	1286.5	-470	-4687	-4642	-4717	-2930.5	8	-2582	-2596	-4044	-490	2587	-1857.5	4852	2019	-4407	-2720
PLATE1	1	HC19-KC049	-86	-119	-90	-90	-151.5	-104	-163	-165	-44	59	32.5	-44.5	-83	-186.5	-25	54	100	91	-16	-21	65.5	-58	320	130.5	-144.5	-127
PLATE1	1	HC19-KC050	-241	-267	-229	-234	-254	-227.5	-284.5	-281	-194	56.5	-16	-243	-252	-305	-101.5	175.5	377	28.5	-152.5	87	249.5	-68.5	436	208	-307.5	-28
PLATE1	1	HC19-KC051	-119.5	-103	-149	-77	-140	-118	-169	-207	24.5	103	85	-153	-156	-184	-49	90	241.5	-9.5	-106.5	105	228.5	-60.5	312	221	-164	-98
PLATE1	1	HC19-KC057	-468	-495.5	-468	-489.5	-479.5	-464	-502.5	-515.5	-413.5	182.5	12	-385.5	-472	-567.5	-435.5	111	151.5	-294.5	-443.5	-2	586	-252.5	670.5	396.5	-397.5	-441.5
PLATE1	1	HC19-KC058	-68.5	377	-137	-143.5	-143.5	-116.5	-215	-212.5	-40.5	42	55.5	-201	-163.5	-168	-111	122.5	83	73.5	-112	34.5	96.5	-68.5	377.5	143.5	-153.5	-119.5
PLATE1	1	HC19-KC059	7	-40	-21.5	-45.5	-36.5	-3.5	-65.5	-86.5	51.5	54.5	55.5	-29	-39	-110.5	19.5	88	289.5	-0.5	-44.5	-8	11182.5	-18.5	227.5	131.5	-73.5	-43.5
PLATE1	1	HC19-KC060	-110	-24	-110	-148	-151	-130	-214	-220	13	52	4	-167	-163	-229.5	-27	73	99.5	34	-78	-34.5	184	-42.5	384	116	-189	-93
PLATE1	1	HC19-KC063	-47	-119.5	-112	-154.5	-122	-55	-189	-200	1	49.5	286.5	435	-164	-197.5	-28	35	1642	57.5	-89	241	6163	-97	377	263.5	-183	38
PLATE1	1	HC19-KC064	-559.5	-579	-630	-646.5	-570	-554	-685	-668.5	-518	184	-33	-669	-656	-679	-162.5	-39.5	-117	-181	-468	-230	275	-282.5	884	297	-681	-140
PLATE1	1	HC19-KC065	-65.5	-213	-323.5	-179	-206.5	-215.5	-205	-204.5	208.5	370.5	377.5	-108.5	-191.5	-22	-261.5	58.5	-219.5	21	-153.5	101.5	689.5	-141.5	572.5	390.5	-380.5	-306.5
PLATE1	1	HC19-KC066	-91	-177	-165.5	-177.5	-157	-121.5	-246	-196	-48	148	60.5	-210	-210.5	-262.5	-100.5	82	-51	-83	-137	48	549.5	-131	464	172	-277	-172
PLATE1	1	HC19-KC067	-256	-364.5	-333	-354	-310	-303	-440	-443.5	-221	215.5	63	-392	-340	-417	-260	0	-236	-90	-295	23	472	-157	641	302.5	-425	-349
PLATE1	1	HC19-KC068	-499.5	-456.5	-567.5	-666.5	-561.5	-562.5	-710.5	-720.5	595.5	142	-2	-574.5	-642	-712	-520.5	143.5	-511.5	-222.5	-549.5	48.5	580.5	-330.5	894.5	378	-626	-532
PLATE1	1	HC19-KC069	-132	-379	-398	-346	-408	-308	-499	-502.5	-124	151	29	-407	-478	-464	70	68	233	665	-241	-104	33	-152.5	696	37	-501.5	214
PLATE1	1	HC19-KC070	-159	-225.5	-213	-220	-243.5	-207.5	-293.5	-289.5	-40	209	22	-237	-245.5	-316.5	470	3010.5	10754	20.5	-156.5	1.5	301	-73	448	108	-246	41
PLATE1	1	HC19-KC071	-407	-467	-497	-533	-519	-448	-534	-518	-288	214	64	-529	-512	-559	-387	-57.5	-195	1214.5	-402	-43	847	-218	686	422	-441	-329.5
PLATE1	1	HC19-KC072	390	972.5	-360.5	-305.5	-351	-259	-421	-426	523	549	252	64	-374	-399.5	45	229	3174.5	401	-171	84	937.5	-66.5	611	373	-329.5	-68
PLATE1	1	HC19-KC073	-184	-233	-225.5	-251.5	-238.5	-194.5	-279.5	-290.5	-125.5	106.5	0.5	-259.5	-255.5	-300	-136	45.5	1010.5	-43.5	-180.5	-25.5	316.5	-107.5	425.5	238	-287.5	163.5
PLATE1	1	HC19-KC074	-71	-120.5	-102	-99	-94	-71	-108	-124	-43	-12	-5	-109	-107	-130	-15	30.5	812	41	-61	-7	11	-85	245	92	-87	-39.5
PLATE1	1	HC19-KC075	2	-55.5	-45	-20.5	-42	-16	-37	-55	175	56	35	-41.5	-14	-89	4.5	72	101	-13	-28	2	26	-30.5	151	101	-37	-12
PLATE1	1	HC19-KC076	-116	-203	-193	-185	-184.5	-160.5	-225.5	-240.5	-132	145	3	-206	-172	-245	-60	94	-66.5	883	-161	-81	200.5	-91	363	140	-195	-101.5
PLATE1	1	HC19-KC077	73.5	-172	-91	-208.5	-89	-82	-227.5	-229	109.5	137	23.5	-216	-195	-226	-68.5	174	23	13.5	-157.5	22	150	-83	370	166	-175	-112
PLATE1	1	HC19-KC078	-290	-336	-310	-322	-307	-285	-328	-377	-226	81	-7.5	-350	-284.5	-362	-196.5	-72	6871	26	-159	-79	-200	-88	489	252.5	1681	-199
PLATE1	1	HC19-KC081	-484	-581.5	-555	-538	-529	-483.5	-595.5	-627.5	-448	154.5	29	-532.5	-605	-626	-257.5	84	10237	-74	-451	-55.5	378	-194	801	229	-585	268
PLATE1	1	HC19-KC082	56.5	15.5	-51	-48	-39.5	-9.5	-59	-82	50	47	22	-48	-52	-111	29	73	258	21	-29	-18.5	31	-39	213	111.5	-33	41
PLATE1	1	HC19-KC083	-538	-667	-676.5	-699.5	-677.5	-645.5	-704	-728.5	-584.5	343.5	45	-677	-653.5	-716.5	-485.5	840	188.5	-192.5	-461.5	69.5	534.5	-283.5	837.5	565.5	-664.5	699.5
PLATE1	1	HC19-KC084	-39	-120	-114	-136	-112	-54.5	-163	-188	-68	27	-29.5	-156	-129	-175	-59	50.5	139.5	-17.5	-123	-61	36.5	-93.5	296	102.5	-158	-98
PLATE1	1	HC19-KC086	-274.5	-359.5	-392	-413.5	-370	-367	-414	-418	-271.5	93	-36	-387	-361	-453	-315	30	-267.5	988	-348.5	37	796	-232	547	295	-415	-380
PLATE1	1	HC19-KC087	-579	-393	-707	-642.5	-697	-675	-749.5	-743.5	-581	400	2	-702	-726	-772	-522	148.5	-421	-136	-557	3183	2334	141	912	650	-686	-584
PLATE1	1	HC19-KC088	-50	-95	-101	-113.5	-86	-84	-102	-143.5	-45	85.5	50.5	-133.5	-105.5	-132	-46.5	234.5	993	3	-48	71	309.5	-4	248	186	-120	-62.5
PLATE1	1	HC19-KC089	-433	-475	-660.5	-684.5	-667	-618.5	-685.5	-709.5	-316	360	299	-338	-667.5	-709	-406.5	263	768	-117	-545.5	116.5	1150	-139.5	856	417	-643	-425
PLATE1	1	HC19-KC090	-419	-514	-520	-543.5	-526.5	-443.5	-539	-555.5	-303	339	91	-463	-525	-563.5	1167.5	1585	1423	-73	-442	-39.5	560.5	-257.5	683	540	-528	-509.5
PLATE1	1	HC19-KC091	-26.5	-99.5	-113.5	-79.5	-63	-40.5	-142.5	-156.5	-21.5	131.5	61.5	-112.5	-98	-154.5	9776	6362	9399.5	1404.5	-98.5	21	369.5	-53.5	307.5	157.5	-99	-125
PLATE1	1	HC19-KC092	-52	-110.5	-82.5	-80.5	-90	-41.5	-113	-112.5	-36	56	54	184.5	-74.5	-145	49	100	361	85	-15.5	136	186	-30.5	245	142.5	-106.5	843
PLATE1	1	HC19-KC093	-212	-294	-295.5	-315	-287	-237	-323	-340	233	61	35.5	-297	-293.5	-325	-182	102	3170	95	-207	-58	172	-135.5	462	123.5	-291	127
PLATE1	1	HC19-KC094	10	-43	-21.5	-17.5	-20	37.5	-20	-39	39	5	32	5	9.5	-56	9.5	58.5	26.5	32	-12.5	-15	58.5	-21	135	90.5	-25	-35
PLATE1	1	HC19-KC095	-69	-146	-144	-152.5	-130	-111	-158.5	-170	-21	64	688	491	-82	-188	-132	538	2711	20.5	-118	184	3201.5	-91	400	176	-205	-156.5
PLATE1	1	HC19-KC096	-45.5	-80.5	-68	-51.5	-52.5	-44.5	-95.5	-103	-52.5	70.5	228.5	210.5	-60.5	-109	17	237	41.5	5.5	-27.5	214.5	140.5	-24.5	210.5	118.5	-38.5	-25
PLATE1	1	HC19-KC097	-625	-653	-744	-751	-751	-679	-789	-803	-420	264	328	-659	-767	-808	-64	576	171	296.5	-606	750	1389.5	-254	953	638	-752	-541
PLATE1	1	HC19-NM031	-57	-59.5	-84.5	-100.5	-68.5	-52	-121	-122.5	178	51	70.5	-94	-74.5	-73.5	98.5	154	194	259	435	24	118	-53	242	172.5	-54.5	-30.5
PLATE1	1	HC19-NM032	-89	-123.5	-152	-167.5	-137	-83.5	-172.5	-198	-28.5	135	57.5	252.5	-139.5	-176.5	-94	100.5	3427.5	461.5	-135.5	2390.5	833.5	-89	355.5	193.5	-119	5965.5
PLATE1	1	HC19-NM033	-277.5	-316.5	-307.5	-293.5	-324.5	-256.5	-358.5	-345.5	-210.5	176.5	47.5	-352.5	-311.5	-356.5	-287.5	15.5	-111.5	-165.5	-306.5	-102.5	500	-150.5	489.5	337.5	-332.5	-289
PLATE1	1	HC19-NM034	-404	-850	-927	-932	-886.5	-806	-974.5	-965	-570	726.5	422	-812.5	-946.5	-989	-630.5	545.5	-180.5	-379	-806	1459	2100.5	-375	1141	655	-703.5	-436.5
PLATE1	1	HC19-NM035	100	-99	-90	-115.5	-100	-70	-130.5	-147	51	128	200	-70.5	-108	-90	-55.5	40	666	32	-14.5	314	282	-45	280	160.5	-75.5	-46.5
PLATE1	1	HC19-NM036	318	-219.5	-155.5	-243.5	-92.5	-86.5	-301.5	-299.5	899.5	602.5	177	-110.5	-273	-285.5	-126.5	142.5	127	39	-133	2.5	203.5	-68.5	486.5	169.5	-272.5	-90.5
PLATE1	1	HC19-NM037	-73	-240	-237	-236	-259	-178	-287	-248.5	-42	154	80.5	-228.5	-259	-318	283	347	510	103	-189	9.5	1318	35	461	163	-303	-13
PLATE1	1	HC19-NM038	-28	52	-79	-90	-61	-29	-88	-107	-21	83.5	47	-70	-62	-117	-8	77	48	26	-45	74	139.5	-50.5	239	171	-89	8.5
PLATE1	1	HC19-NM039	38	-12.5	-82	-80	-68.5	-29	-110	-119	121	77.5	37.5	24	-83.5	-3	-13	101	1755	329.5	-53.5	51	94	-17	260	183.5	-88	20
PLATE1	1	HC19-NM040	1327.5	631.5	-164.5	-107.5	-180.5	-144	-218.5	-197.5	29.5	576.5	105.5	-172.5	-177.5	-222.5	-86.5	66	201.5	-53.5	-136.5	84.5	131	-92.5	363.5	194	-135.5	581.5
PLATE1	1	HC19-NM041	1615.5	-639	-685	-647.5	-698	-668	-733.5	-699.5	65	1526	304.5	-709	-679.5	-757.5	-373	-15	-346	-123.5	-546	36	409	-136.5	907	433	-627.5	-357.5
PLATE1	1	HC19-NM042	-537	-674	-655	-682	-678	-519	-694	-697	-456	166	137	-641	-661	-726.5	52.5	-51.5	523	198	-399	23	156	-246	852	261.5	-625	103
PLATE1	1	HC19-NM043	-102	-954.5	-1024	-1030	-938	-872	-1051.5	-1058	-43.5	534	162	-843	-1005	-1064.5	-754.5	-31	-71.5	-18	-8.5	-56	2088	-365	1197	468	-708	-630
PLATE1	1	HC19-NM044	-250	-298	-271	-263	-262.5	-214	-295.5	-324	-244	135	15.5	-245	-281.5	-316.5	33	143	386	-90	-252	48	120	-109	451	236	-299	-204
PLATE1	1	HC19-NM045	-45.5	-100	-77	-33	-86	-50	-99	-103.5	-16	44	77	-70	-104.5	-54	5	79	211	68	-54	10	1487	-43	236	130	-65	-30.5
PLATE1	1	HC19-NM046	-113	-140	-146	-103	-137	-113	-142	-140	-74	40	127	-132.5	-122.5	-181	177	344	389	26	-110	42	802	-27	289	155.5	-150	-15
PLATE1	1	HC19-NM047	-318	-473	-487	-506	-479	-459.5	-540	-568.5	-391	224	178	7466	-509	-458	-350.5	14.5	61	74	-224	-53	468	35	714	1714	-537	-96
PLATE1	1	HC19-NM048	213	-12	-150	-115	-143	-114.5	-234	-220	36	157	86.5	-147	-232	-252	4.5	171	92.5	6	-126	-7	107	-102	432	213	-190	-113
PLATE1	1	HC19-NM049	-257	-672	-648	-665	-659.5	-533	-773	-770	-532	532	54	-717	-722	-759	101.5	-97	649	107	-443	-145	449	-192.5	947	70	-726	360.5
PLATE1	1	HC19-NM050	-376	-570	-545	-563	-503	-541	-660	-629	-242.5	281	82	-552	-596.5	-578	-174	-47	294	891	-383	-75	124	-258	908	159.5	-584	-167
PLATE1	1	HC19-NM051	-96	-59	-204	-196	-201.5	-182	-313.5	-309	253	105	267	270	-228	-348.5	68	138	2194.5	173	-151	236	555	-85	498	150	-245	95
PLATE1	1	HC19-NM052	-393.5	-523	-579.5	-600	-590.5	-584	-656	-681	4770.5	146	497	83.5	-598	-660	-64	225	196	480	-392.5	367.5	233.5	-157.5	838	85	-557.5	2
PLATE1	1	HC19-NM053	-44	-282	-268	-299.5	-300	-218	-310	-330	-169.5	135	1321.5	57.5	-292	-346	44.5	31	483	24	-173.5	218	743	-129	481	22	-278	41
PLATE1	1	HC19-NM054	-130	-140	-181.5	-175	-165	-159.5	-228.5	-217	-77.5	76.5	74	-128	-152.5	-229	-100	66	-42	238.5	-148	14	138	-71	354	184	-168	-145.5
PLATE1	1	HC19-NM055	8.5	20.5	-39.5	-21.5	-18.5	10.5	-47	-14.5	31.5	60	79	-23.5	-1.5	-57.5	18.5	52	275.5	74.5	37.5	23.5	973.5	-23.5	170.5	161.5	36.5	15.5
PLATE1	1	HC19-NM056	24	52	-54	15	21.5	54	-61	1	32	88	115	-38	-11	-80.5	32	91	107	135	28.5	219	5566.5	27	209	223	-55	11
PLATE1	1	HC-201K	-87	-86	-158.5	-99	-149	-124	-171	-159.5	9	56.5	60	-134	-150.5	-203.5	-24.5	93.5	9085	-11.5	-87	-12	315	-17	324	122.5	-145	-104
PLATE1	1	HC-202K	306.5	-541	-535	-535.5	-104	36	-463	-567	439	421	249	-355.5	-580	-594.5	1167	2493	2745.5	470	-362	496	1128	-61	784	430.5	-498.5	-281.5
PLATE1	1	HC-203K	-120	-236	-251	-232	-219	-210.5	-227	-263	-124	156.5	282	-252	-211.5	-250	95.5	53	169	128	-137.5	-79.5	42	9.5	357	78	361	107.5
PLATE1	1	HC-204K	-5	-91.5	-38	-120	-65.5	-20	-144	-142	-103	121	131.5	-75	-115	-155.5	29	87	74.5	137	-47.5	-23	-19.5	-33.5	274	1029	-141.5	42.5
PLATE1	1	HC-205K	-497	-565	-557.5	-524.5	-567	-520	-640.5	-624	-466	165	-27.5	-620	-598	-629.5	-393	22	-12.5	-340	-562	3283	195.5	-327	855	395.5	-662	-560
PLATE1	1	HC-206K	-2.5	-248	-195	-201	-167	-166	-311	-275	-149	-1	58	-257	-220.5	-317	107	-51	242	-34	527	-121	43.5	-140	542	13	-333	125
PLATE1	1	HC-207K	-105	-112	-231	-108	-259.5	-216	-343	-249	-70.5	282.5	127	-146	-220.5	-316.5	-157	90	-99	-5	-216	-7	172	-137	522	147	-306	-237
PLATE1	1	HC-208K	-950.5	-992.5	-984.5	-971.5	-972.5	-964	-1094	-1077	50.5	174.5	128	-1003.5	-1018.5	-1111	-852	61.5	-314.5	-431.5	-927.5	-55.5	346.5	-541	1302.5	802	-1062	-849.5
PLATE1	1	HC-209K	-1305	-1432	-1382	-1427.5	-1408.5	-1353	-1481	-1481	-1107	327	-54	-1433	-1424	-1469	-1264	-38	1190	-848	-1293	22	476	-737.5	1663	705	-1426	-1053
PLATE1	1	HC-210K	114.5	-53	-45	-55	67.5	11	-111	-111	191	72	375.5	-61	-109	-138	3	99	11368.5	68	-14	48	-11	-52	260	156.5	-103.5	138.5
PLATE1	1	HC-211K	-201	-192	-354	-329	-344	-332	-404	-404.5	-121	128	99.5	-253.5	-371	-382	-106	263	127	-76	-133	41	651.5	-123	595	321	-416	-303
PLATE1	1	HC-212K	91	23.5	160	59.5	131.5	149	-19	-53	109	74	37	-52	-30	-31.5	-19	7	312	-18	-6	-5	-45.5	-34	291	40.5	-34	-35
PLATE1	1	HC-213K	-171	-256	-247.5	-296	-245	-210	-323.5	-323	-155	119	106.5	-80.5	-311	-327	-25	96	780	29	-222	-60	214.5	-94	521	179.5	-308	-103
PLATE1	1	HC-214K	1563	-166.5	296	-214	917	473	-347	-379	2368.5	968	113.5	-314	-347	-355	47.5	40	188	40	-208.5	-75	20.5	58.5	554	95.5	-272.5	-1
PLATE1	1	HC-215K	43.5	-36.5	-58.5	-48.5	-65	2	-96.5	-92.5	1949.5	116.5	282.5	-26	-89.5	-109.5	9.5	106	333.5	58.5	-41.5	110.5	116.5	-32.5	261.5	87	-115.5	-66.5
PLATE1	1	HC-216K	1161	-160	258.5	-154	144.5	199	-191	-202	1334.5	457.5	55.5	-177	-176	-208	83	20	229	-17	-73	-55	-23	-14	325	105	-172.5	174
PLATE1	1	HC-217K	661.5	-32.5	253.5	46	341	227.5	-33.5	-48	470.5	320.5	12	-35.5	-1.5	-60.5	19.5	56.5	1683.5	-4.5	-12.5	-3.5	18.5	0.5	151.5	102.5	-23.5	120.5
PLATE1	1	HC-218K	-244.5	-276	-389	-376.5	-376.5	-324	-431	-419	-307	97	39.5	-370.5	-403	-445	118	226	444	174	-272	-58	-15.5	-133	557	74.5	-403	-111
PLATE1	1	HC-219K	113	-59	28	-31	84	44.5	-58	-63	112	56	77	-51	-32	-93	22	117	319.5	86.5	-8.5	6	-29	-3.5	183	113	-81	-43
PLATE1	1	HC-220K	-25	-80	-73	-66.5	-78.5	-49.5	-123	-146	-24	56	54	-139	-96.5	-112.5	1	110	540	85	-31	51.5	17	-49.5	298	221.5	-102.5	-76
PLATE1	1	HC-221K	-230	-445	-421	-428	-342	-405	-451	-484	334.5	189	115.5	-438.5	-442	-478	-296	26	-221.5	330	-226.5	-85	-220.5	-120	617	269	-346	-359.5
PLATE1	1	HC-222K	614	-59	160	-3	32.5	122.5	-87.5	-112	1372.5	227	70	-21.5	-66	-112	-13	73	383	51	-63	112	194.5	12.5	224	189	-93	-115
PLATE1	1	HC-223K	126.5	-90.5	-58	-73.5	64.5	-32.5	-89.5	-117	13	51	41.5	-91	-73	-138	-13	62	55	-44	-78	-14.5	36.5	-44	250	98.5	-100.5	-78
PLATE1	1	HC-224K	5.5	11	3	21	-13	6	-40	-53	35.5	51	57	-47.5	7.5	-59	42.5	85	7461	-6	-7	-14	-14	-8.5	155	92	-30	11
PLATE1	1	HC-225K	-74.5	-239	-199.5	-241	-225	-184.5	-258	-271	-18.5	72.5	63.5	-246	-239	-283.5	649.5	428.5	338.5	-24.5	-172	-76.5	190.5	-83	425.5	64.5	-154.5	-33.5
PLATE1	1	HC-226K	244	-50	-6	13	6	34	-105	-98.5	222.5	111	41.5	-62.5	-43	-132	-30	56	106.5	65	-47	-20	1255.5	-6	226	80	-86	-66
PLATE1	1	HC-227K	390	-233	-140	-232	-64.5	17.5	-271.5	-285	45	243	62	-85	-226	-202	220.5	304.5	6480	2010.5	-130.5	-11	83.5	-60	410	111	-225	-47
PLATE1	1	HC-228K	-26	-85.5	-16	-74	-62.5	-32	-148	-129	66	37	57	-102.5	-130.5	-139	-17	42	158	1538	-96	1	63.5	-78	338	71.5	-55	-37
