Plate	Inplatecount	Sample	FcR2A_N	FcR2A_zebra	FcR2A_Eadp501	FcR2A_RBD wuhan	FcR2A_AMA1	FcR2A_MSP1	FcR2A_HRPII	FcR2A_FL spike	FcR2A_pp28	FcR2A_EBNA1	FcR2A_VCA	FcR2A_BSA	FcR2A_CelTos	FcR2A_CSP
PLATE2	1	HC19-NM072	-662	-798	-866	567	3724	31408	-567.5	-691	8660.5	41433.5	26573	959	-46	-677.5
PLATE2	1	HC19-NM073	-4329	-4385	-4553	-467	-1781.5	55215	-4028	-3197.5	15788.5	48749	62149.5	4752	-3795	-3977.5
PLATE2	1	HC19-NM074	-698	3702.5	-931	44	-578	24677	-485	-787.5	6459	11408	11312	1098	-154	-746
PLATE2	1	HC19-NM075	-2345.5	-1760.5	-2412	663	-1610	17643	-2185	-1677	3453	14449	4842.5	2795	-2020	-2233
PLATE2	1	HC19-NM076	-428	-424.5	-476.5	101	204	25899.5	-261	-264	9360	24120	13630.5	560	-333	-345
PLATE2	1	HC19-NM077	-2524.5	-3249.5	-3261	-256	161	71312.5	-2227	-2881.5	9550	69875.5	28099	3664	-2846	-3164.5
PLATE2	1	HC19-NM078	4870.5	-979.5	-1099	1472	-701	33327	-923	-859.5	28138	30932	20463	1207	2978	-969
PLATE2	1	HC19-NM079	4786	5433	-3339	75	-2174	38436	-2778.5	-860.5	19241.5	19800.5	21443	3443	-2155.5	-2609
PLATE2	1	HC19-NM080	-5647	-6773	-7011	7083	-5034.5	30922	-6622	-4572.5	3611	39076.5	10484	7262	-5872.5	-6237
PLATE2	1	HC19-NM081	10676	-707	-1106	8313	-405.5	25746.5	-942	193	1173	25268	31905	1192	-858	-892
PLATE2	1	HC-251K	25815	-1009.5	-1102.5	2796.5	306.5	55331	-444	2544.5	1987.5	6314.5	4652	1203.5	-488.5	-886
PLATE2	1	HC-252K	7224	2966	-95	12782	1157.5	17680.5	74	5107	212	15446.5	11761	191	60	31
PLATE2	1	HC-253K	20252.5	535	-89	16469.5	195	23890.5	141.5	15447.5	4669	16173	7621	174	2	23
PLATE2	1	HC-254K	2307	15449	-612	6203	5408	48534.5	317	2726.5	972	21277	14138.5	712	1481	-308
PLATE2	1	HC-255K	52549	15350	-783	34974.5	2622	32750.5	-76	34507	12347	2757.5	1722.5	940	5756	-586.5
PLATE2	1	HC-256K	21418	-221	-236.5	14527	298	12932	-50.5	23744	492	9938	7904.5	343	243.5	-86
PLATE2	1	HC-257K	8.5	4071	-24	104.5	449	26546.5	401	101	1340.5	19190	18973	130	683	16379.5
PLATE2	1	HC-258K	7717.5	22	-15.5	14613	95	17903.5	101.5	13697.5	282.5	13364	9517.5	93.5	164	185.5
PLATE2	1	HC-259K	-2693	-3462	-3506	10762	1285.5	30530	-3254	6881	934	882	-631.5	3708	-2436.5	-3042
PLATE2	1	HC-260K	567	837.5	-8	6558	165	15759.5	152	6741	299	17800	14337	94	112	232
PLATE2	1	HC-261K	10647	4851.5	-511	12190.5	325	11085	-334	11384	7994	765	4210	589	-305	-341.5
PLATE2	1	HC-262K	-442.5	-536	-595	485	14466	23540	10020	-414	943	9513	11428	684	-343	2873
PLATE2	1	HC-263K	44550	47891	-1015	45508	112.5	55384	-660.5	49397	4707.5	21740	19766.5	1116	-69	-715
PLATE2	1	HC-264K	1100	15983.5	-85	57	495	30589.5	40	-77.5	11642	9565	14026	181	252	13
PLATE2	1	HC-265K	2378	-416	-439	324.5	12062.5	37356.5	49	118	8891	1550.5	679	565	467.5	518
PLATE2	1	HC-266K	18803	-527	-593	24482.5	-18	31941	-286.5	7008.5	15726	15631	10430.5	700	-51	-427
PLATE2	1	HC-267K	7925	552	-248	10133	84	8928	-46	12686	703.5	8539	7146	320	-92	-113
PLATE2	1	HC-268K	27821.5	1756	-22	27445	387	37390	396.5	21401	2896.5	14211	8861.5	132	563.5	57
PLATE2	1	HC-269K	48949	1668	2503.5	6806.5	740	33769.5	53	4749.5	9666.5	27587.5	14888.5	240.5	19	-17.5
PLATE2	1	HC-270K	34170	-2381.5	-2453.5	34010.5	-1597	46043	-1784.5	24669.5	8121	20290.5	29939	2611	-2032	-2179.5
PLATE2	1	HC-271K	54484	-3776.5	-3957	47572	-2721	53582.5	-3151.5	34993	7427	16391	31560	4138	-3417	-3583
PLATE2	1	HC-272K	16525.5	4119	-455.5	13934.5	15.5	25489.5	-179	14063	895	2402.5	3927.5	582	-298	-376.5
PLATE2	1	HC-273K	12190	-674.5	-890	9723	-711	10283	-746	12278	4827	2162	4333	988	-642	-663.5
PLATE2	1	HC-274K	8968	652.5	-56.5	1418.5	1166.5	18104	191.5	74	9380.5	19096.5	9974.5	132.5	98.5	40
PLATE2	1	HC-275K	14443.5	106.5	74.5	16467.5	3982.5	22033.5	1911.5	16889.5	9963.5	6539	7901.5	183.5	132.5	7.5
PLATE2	1	HC-277K	3941	83.5	-126	4369	1198	28466	-8	1184	1066	17334.5	15281	195	670	312
PLATE2	1	HC-278K	-785.5	-1171.5	-1280.5	852	-56.5	33439	-1098.5	-270	9819	13022.5	17278.5	1380.5	-511.5	-1042.5
PLATE2	1	HC-279K	27078	-22.5	-96.5	15563.5	155	23576.5	229	8642	5297.5	6566.5	6638.5	168.5	33.5	-9
PLATE2	1	HC-280K	94584.5	-130	-168	77238	240	49979.5	96.5	40559	15719	29530.5	27147	248	-51	-32
PLATE2	1	HC-281K	40682.5	-254.5	-311.5	21088.5	-101.5	32527.5	52.5	21236.5	3115.5	15138.5	15932	398.5	71.5	-157.5
PLATE2	1	HC-282K	17227.5	-250	-379.5	10457	570.5	39764	-74.5	4262	1518	5554.5	1663	495.5	-194.5	-215.5
PLATE2	1	HC-283K	41841	-225	-229.5	19578	631	27459	-81	18780	1217	7019	13619.5	335	30	-119
PLATE2	1	HC-284K	16392	6495	-112	11258	13.5	15671	136	16557	3602	5519	8749	208	318	-2
PLATE2	1	HC-285K	18452	84	-56	12645	619.5	16810	244	17551.5	64	138	10350	138	15	63.5
PLATE2	1	HC-286K	75021	-1236.5	-1309	76663.5	1450.5	48846.5	-708.5	39756.5	1016	12015.5	40589.5	1415.5	5497.5	-424.5
PLATE2	1	HC-287K	37242.5	-1304	-1412	4687.5	-962	43208	-1248.5	1370	1665	40732.5	15148	1500	-196.5	-1010
PLATE2	1	HC-288K	11418	9594	-525	26072	3860	43294	338.5	32425	34797	29596	53375.5	627	5745.5	-345.5
PLATE2	1	HC-289K	61292	-297	-502.5	75697	2195.5	94971	2246	51655	45097	87318.5	44230	637	10577	62.5
PLATE2	1	HC-290K	6910	-217.5	-225.5	35748.5	417.5	13617.5	-146.5	21834.5	1183.5	32954	14347	314.5	175.5	-54.5
PLATE2	1	HC-291K	13621	7485.5	-669.5	34854.5	-2.5	33714	-224.5	22400.5	3427.5	31798	26745.5	797.5	-361.5	-491.5
PLATE2	1	HC-292K	6529	549	-125	14537	370	36370	68	2948.5	309	15483.5	15060	206	312	21.5
PLATE2	1	HC-293K	20328.5	3598	-814	9903	3613	56950	-393	7044	4168	93195	81539	919	1421	-496
PLATE2	1	HC-294K	-1159	-1158.5	-1202	256	4751	80381	-472.5	-875.5	2329.5	73675	39141	1324	-684	-675.5
PLATE2	1	HC-295K	-2781.5	-1230	-3179.5	1521.5	662.5	55859.5	-2366.5	-2117	24198.5	66021	55768.5	3355.5	-2040.5	14676
PLATE2	1	HC-296K	5560.5	-1902.5	-1982.5	13636.5	1362.5	65888.5	-1374.5	9948.5	9615.5	63345.5	87010.5	2130.5	-1410.5	-1640.5
PLATE2	1	HC-297K	23222	-144	-185	36498	264.5	51586	248	26826	2683	12619	22629	295	107	-38
PLATE2	1	HC-298K	36791.5	82	-141	44455.5	367	40703.5	-5.5	27006	12992	28284	13543	229	96	0
PLATE2	1	HC-299K	101222	-58	-104	58887	5652	63278	79.5	43023	4763	58385.5	4306	168	14.5	1
PLATE2	1	HC-300K	41292	-2129.5	-2188.5	2299.5	-1600.5	78575	-1313	-1020.5	44212	65140	34438	2332	-1155	-2004
PLATE2	1	MBL-164	-1247.5	-1112.5	-1835	7811	54937.5	126401	60594	-174.5	7531	77906.5	47296	2088	-976.5	-1330.5
PLATE2	1	MBL-165	44358.5	39454	301.5	58021.5	1517.5	98326.5	2761	52980.5	26863	53470.5	35428	235.5	530.5	580.5
PLATE2	1	MBL-167	-7	33162	3	32	36652	38169	5013.5	-5	11749	9541	19499	95	295	163
PLATE2	1	MBL-168	7018.5	25449	33114	1317	43	74354	-107	-675.5	591	58238.5	68275	919	6349.5	-655
PLATE2	1	MBL-169	132	13	0	14205	54832	62314	4240	429	147	68085	51799	94	97	87.5
PLATE2	1	MBL-170	996	-48	353	355	60382.5	37321.5	1383	-89.5	3965	23054	36500	258	11724	536.5
PLATE2	1	MBL-171	-28	-274.5	-312.5	-18.5	1314.5	58667.5	317.5	220.5	1169.5	43009	34580.5	501.5	51528.5	-260
PLATE2	1	MBL-172	254.5	2644	-127.5	5497.5	1536.5	102965	2607	384	17736	33406.5	38014	238.5	199	-38.5
PLATE2	1	MBL-173	24319.5	38895.5	16	26213.5	94495	36694	331	3211	1929.5	9387	79691	121	707	201
PLATE2	1	MBL-174	50200.5	53098	18700	50840	5057	68791	940	22259	454	29900	36891.5	483	921	-164
PLATE2	1	MBL-175	760	-193	-219	6202.5	808	34940	-132	216	5018.5	78644	29546	301	1103	-92
PLATE2	1	MBL-176	53901	10784	-510	60242	3147	61827.5	1141	34284.5	4132	35459	38379	672	-63	-238
PLATE2	1	MBL-177	5133	1031.5	-58	38	601	21497	129	-12	2608	18486	6865	127	39	50
PLATE2	1	MBL-178	22014	372	-413.5	14849	97.5	14062	49	16029.5	1536.5	9316.5	9747	522	-96	-227
PLATE2	1	MBL-179	12495	24740	9909	21706	1142	58385	31697	15146	5426	19083	22904	123	375	1606
PLATE2	1	MBL-180	-1699	14152	-2294	17019	-1111.5	13891	-2117	1111.5	15434	22391	11281	2415	5358	-2010
PLATE2	1	MBL-181	17288	72	8.5	15955.5	452	20424	276	15450	7027.5	15190	9113	82	98.5	17254
PLATE2	1	MBL-182	17749.5	30967.5	-141.5	13746	24523.5	49614.5	7729.5	4775	1283.5	26987.5	10743.5	316.5	1064.5	145.5
PLATE2	1	MBL-183	52421.5	11667.5	-139.5	47631.5	1762	21628	-48.5	30798	16877	52490.5	21138	246.5	-75.5	-39.5
PLATE2	1	MBL-184	7399.5	8816	1172.5	11238.5	11857.5	21545	7199.5	4452.5	1143.5	5771.5	4572.5	90.5	2977.5	1025.5
PLATE2	1	MBL-185	8573.5	1165.5	14.5	17.5	189.5	32308	202.5	0.5	713.5	21336.5	14438.5	127.5	2632.5	64
PLATE2	1	MBL-186	2163.5	5079.5	-114.5	9042.5	15450.5	15892	293	2954.5	5545.5	9532.5	11290	283.5	2027.5	1387.5
PLATE2	1	MBL-187	1349.5	35.5	90	16572	10613	21020	1225.5	6349.5	877	16290.5	182	102	262	914.5
PLATE2	1	MBL-188	12735	7083	171	9648	9238.5	16578	5556	7958.5	1094	4264	4914	115	678	221.5
PLATE2	1	MBL-189	3705.5	67	-88	10852.5	10720	26356	13493	4156.5	171	9904	6089	172	365	7195.5
PLATE2	1	MBL-190	9666	33.5	-11	221.5	523	42387	610	46	3463	37072	24948.5	131	324	167
PLATE2	1	MBL-191	21448.5	3464	-224	25383	755	4355	-82	15167	2414	22178	14644	335	948.5	5.5
PLATE2	1	MBL-192	-3181.5	93552.5	15976	42287	-5525	32502	-8250	27826	60033	58300	18736	9309	-307.5	-7279
PLATE2	1	MBL-193	45644	63812	9428.5	671	7575	62273	1588	1247	35037	16310	39200.5	204	1737	494.5
PLATE2	1	MBL-194	8083	67587.5	18956.5	3703	103353.5	133999	55749	3107	12795	66333	16200	295	3014.5	19960
PLATE2	1	MBL-195	40596.5	1730.5	-487	12322.5	1319	74720.5	324.5	42011	20706	52001.5	51488	587	-117.5	-305
PLATE2	1	MBL-196	4977	72255.5	2413	737.5	1458	72769	-219	28335	6587	40732	39876.5	634	-398	-387
PLATE2	1	MBL-197	1574	17	-47.5	316	2197	64728	297	55	828.5	54497.5	25175.5	121	345.5	73.5
PLATE2	1	MBL-198	31022	46419	12501	37283.5	6133.5	20279	-34	16949	31330.5	32847	40066.5	273	165	14.5
PLATE2	1	MBL-199	24010	1400.5	-37.5	18718	13698	15233	535	20953	510	26519	14687	123	1266.5	109.5
PLATE2	1	MBL-200	2208	3081.5	-446	8172.5	77	30962.5	-95	3026.5	412	8148	15836	538	-204	-327
PLATE2	1	MBL-201	563	4696	69	5833	8282.5	10894	1887.5	1794	2061.5	7143	2898	85	733	1195.5
PLATE2	1	MBL-202	10090.5	4147	2480.5	9787	1093.5	17075	238	4392	48	19333	5549	78	120	100.5
PLATE2	1	MBL-203	15214	14	-17	13013.5	98	8696	81.5	14440.5	1093.5	9840	5542	90	93	76
PLATE2	1	MBL-204	4832	9210	669	79	24084	42902	35956.5	-310	17286	21335	16807	574	1636	12949
PLATE2	1	BL771	-62.5	126.5	-282.5	8365.5	3525	24819.5	625.5	2309.5	3137	19162.5	32142	385.5	-99	-190.5
PLATE2	1	BL773	3868	6155.5	1332	10549.5	14273.5	15719	4344	4181.5	190.5	30	14466	115	221	6811
PLATE2	1	BL774	983	15111.5	1054	1538	7551	13210	629.5	123	3815	25714.5	17696.5	232	595	12500
PLATE2	1	BL775	1623.5	24426.5	2545.5	2264	10830	25224.5	1169.5	125.5	8894	51958	34850.5	322.5	881.5	22099.5
PLATE2	1	BL776	855.5	663.5	545.5	78.5	43041.5	93919.5	26230.5	36	37362.5	67	32024.5	137.5	392	1757.5
PLATE2	1	BL777	9030.5	1240.5	-446	208.5	28815	44839	27263.5	-450.5	2175	28723.5	23922	678.5	7146.5	-264
PLATE2	1	BL778	22	4786	2663.5	735	19761	24711	32865	991	1533	9205	17765	198	1232	9167
PLATE2	1	BL779	27939.5	4496.5	-17	16865.5	16603.5	28373	4081.5	7734	2397.5	17584	15040.5	116.5	1267.5	1227
PLATE2	1	BL648	712	6848	-80	23761	28185.5	53482	2286	422	6735	41381	12591	224	1320.5	5442
PLATE2	1	BL702	411	21535	286.5	54	29792	46192	11622.5	-25	11317.5	36954	22150.5	226	950	8956
PLATE2	1	BL705	375.5	5239	12.5	190	12002	19832.5	6497.5	32.5	4510.5	7513.5	5449.5	103.5	3909	7743
PLATE2	1	BL722	-180	21448	-173.5	107	1637	25828	720	-74	19235.5	10126	20193.5	267	175	20.5
PLATE2	1	BL735	22	16659	56.5	22.5	21928	28041	9067	14	8603	19214	8515	129	223.5	3195
PLATE2	1	BL736	132	970	166	320	13407.5	24693	14828	70	2639	15229	17268.5	101	1938	642.5
PLATE2	1	BL740	1909.5	5138	124.5	146.5	17542.5	33680.5	31810	28.5	934.5	17040.5	15585.5	112.5	593.5	1086.5
PLATE2	1	BL742	-483	-438	-500	21	1900	35561	82	-408	4732	37511.5	19754	638	223.5	6863
PLATE2	1	EBV-MALE-NEG	4.5	-138.5	-131.5	294	372	35882	50.5	13	1769	122.5	625	272	13324	396
PLATE2	2	EBV-MALE-NEG	20	-125	-117.5	407	531	37953.5	33	78	2068	88	729.5	265	15915	457.5
PLATE2	1	EBV-FEMALE-NEG	-847	-824	-862	-328	825	4362.5	-800	-720	23438.5	345	-142	957	-118	571
PLATE2	2	EBV-FEMALE-NEG	-1186	-1184.5	-1217	-580	954	4892	-1134	-1010	24931.5	612	-328	1323	-414	1314.5
